3000	1.63712768058002E+18
3001	1.63873490627943E+18
3002	1.64034304583293E+18
3003	1.64195211154541E+18
3004	1.64356211571929E+18
3005	1.64517307065431E+18
3006	1.64678498864782E+18
3007	1.64839788199443E+18
3008	1.65001176298619E+18
3009	1.65162664391265E+18
3010	1.65324253706058E+18
3011	1.6548594547144E+18
3012	1.65647740915575E+18
3013	1.65809641266374E+18
3014	1.65971647751484E+18
3015	1.66133761598311E+18
3016	1.66295984033975E+18
3017	1.66458316285358E+18
3018	1.66620759579074E+18
3019	1.66783315141484E+18
3020	1.66945984198695E+18
3021	1.67108767976544E+18
3022	1.6727166770063E+18
3023	1.67434684596289E+18
3024	1.67597819888601E+18
3025	1.67761074802399E+18
3026	1.67924450562264E+18
3027	1.68087948392521E+18
3028	1.68251569517255E+18
3029	1.68415315160289E+18
3030	1.68579186545223E+18
3031	1.68743184895386E+18
3032	1.68907311433882E+18
3033	1.69071567383567E+18
3034	1.69235953967053E+18
3035	1.69400472406725E+18
3036	1.69565123924724E+18
3037	1.69729909742956E+18
3038	1.69894831083097E+18
3039	1.70059889166595E+18
3040	1.70225085214663E+18
3041	1.70390420448296E+18
3042	1.7055589608826E+18
3043	1.70721513355104E+18
3044	1.70887273469154E+18
3045	1.7105317765052E+18
3046	1.71219227119106E+18
3047	1.71385423094591E+18
3048	1.71551766796455E+18
3049	1.71718259443976E+18
3050	1.71884902256219E+18
3051	1.72051696452054E+18
3052	1.72218643036636E+18
3053	1.72385741082269E+18
3054	1.72552988633838E+18
3055	1.72720383726952E+18
3056	1.72887924397444E+18
3057	1.73055608681365E+18
3058	1.73223434614979E+18
3059	1.73391400234772E+18
3060	1.73559503577427E+18
3061	1.73727742679836E+18
3062	1.73896115579083E+18
3063	1.74064620312446E+18
3064	1.74233254917405E+18
3065	1.74402017431625E+18
3066	1.74570905892952E+18
3067	1.74739918339416E+18
3068	1.74909052809232E+18
3069	1.75078307340806E+18
3070	1.75247679972698E+18
3071	1.75417168743656E+18
3072	1.75586771692614E+18
3073	1.75756486858663E+18
3074	1.75926312281078E+18
3075	1.76096245999304E+18
3076	1.76266286052949E+18
3077	1.7643643048182E+18
3078	1.76606677325868E+18
3079	1.76777024625233E+18
3080	1.7694747042023E+18
3081	1.77118012751345E+18
3082	1.77288649659238E+18
3083	1.7745937918475E+18
3084	1.77630199368906E+18
3085	1.77801108252902E+18
3086	1.7797210387813E+18
3087	1.78143184286156E+18
3088	1.78314347518736E+18
3089	1.78485591617831E+18
3090	1.78656914625576E+18
3091	1.78828314584316E+18
3092	1.78999789536594E+18
3093	1.79171337525157E+18
3094	1.79342956592958E+18
3095	1.79514644783165E+18
3096	1.7968640013916E+18
3097	1.79858220704549E+18
3098	1.80030104523158E+18
3099	1.80202049639052E+18
3100	1.80374054096524E+18
3101	1.80546115940109E+18
3102	1.80718233214593E+18
3103	1.80890403965009E+18
3104	1.81062626236647E+18
3105	1.81234898075068E+18
3106	1.81407217526097E+18
3107	1.81579582635837E+18
3108	1.81751991450669E+18
3109	1.81924442017277E+18
3110	1.82096932382632E+18
3111	1.8226946059401E+18
3112	1.82442024699005E+18
3113	1.82614622745519E+18
3114	1.82787252781795E+18
3115	1.82959912856399E+18
3116	1.83132601018252E+18
3117	1.83305315316613E+18
3118	1.83478053801108E+18
3119	1.83650814521732E+18
3120	1.83823595528862E+18
3121	1.83996394873252E+18
3122	1.84169210606057E+18
3123	1.84342040778831E+18
3124	1.84514883443555E+18
3125	1.8468773665262E+18
3126	1.84860598458861E+18
3127	1.85033466915551E+18
3128	1.85206340076423E+18
3129	1.85379215995667E+18
3130	1.85552092727953E+18
3131	1.85724968328438E+18
3132	1.8589784085277E+18
3133	1.86070708357109E+18
3134	1.86243568898132E+18
3135	1.86416420533047E+18
3136	1.86589261319599E+18
3137	1.86762089316093E+18
3138	1.86934902581389E+18
3139	1.87107699208097E+18
3140	1.87280477875083E+18
3141	1.87453237763122E+18
3142	1.87625978069452E+18
3143	1.87798697991552E+18
3144	1.87971396727167E+18
3145	1.88144073474301E+18
3146	1.88316727431226E+18
3147	1.88489357796485E+18
3148	1.88661963768889E+18
3149	1.88834544547536E+18
3150	1.890070993318E+18
3151	1.89179627321358E+18
3152	1.89352127716158E+18
3153	1.89524599716458E+18
3154	1.89697042522809E+18
3155	1.89869455336075E+18
3156	1.90041837357425E+18
3157	1.90214187788341E+18
3158	1.90386505830619E+18
3159	1.90558790686389E+18
3160	1.90731041558103E+18
3161	1.90903257648536E+18
3162	1.91075438160807E+18
3163	1.91247582298376E+18
3164	1.91419689265042E+18
3165	1.91591758264959E+18
3166	1.91763788502629E+18
3167	1.91935779182912E+18
3168	1.92107729511037E+18
3169	1.92279638692595E+18
3170	1.92451505933547E+18
3171	1.92623330440232E+18
3172	1.92795111419368E+18
3173	1.92966848078059E+18
3174	1.93138539623797E+18
3175	1.9331018526447E+18
3176	1.93481784208358E+18
3177	1.93653335664156E+18
3178	1.93824838840957E+18
3179	1.93996292948263E+18
3180	1.94167697196003E+18
3181	1.94339050794516E+18
3182	1.94510352954577E+18
3183	1.94681602887382E+18
3184	1.94852799804567E+18
3185	1.95023942918206E+18
3186	1.95195031440815E+18
3187	1.95366064585358E+18
3188	1.95537041565261E+18
3189	1.95707961594394E+18
3190	1.95878823887096E+18
3191	1.96049627658176E+18
3192	1.96220372122904E+18
3193	1.96391056497042E+18
3194	1.96561679996813E+18
3195	1.9673224183894E+18
3196	1.9690274124063E+18
3197	1.97073177419584E+18
3198	1.97243549594008E+18
3199	1.974138569826E+18
3200	1.97584098804581E+18
3201	1.97754274279671E+18
3202	1.97924382628116E+18
3203	1.98094423070681E+18
3204	1.98264394828662E+18
3205	1.98434297123878E+18
3206	1.98604129178691E+18
3207	1.98773890216004E+18
3208	1.98943579459264E+18
3209	1.99113196132464E+18
3210	1.99282739460159E+18
3211	1.9945220866746E+18
3212	1.99621602980033E+18
3213	1.99790921624135E+18
3214	1.99960163826574E+18
3215	2.00129328814745E+18
3216	2.00298415816628E+18
3217	2.00467424060792E+18
3218	2.00636352776387E+18
3219	2.00805201193169E+18
3220	2.00973968541495E+18
3221	2.01142654052321E+18
3222	2.01311256957228E+18
3223	2.01479776488396E+18
3224	2.01648211878633E+18
3225	2.01816562361375E+18
3226	2.01984827170679E+18
3227	2.02153005541245E+18
3228	2.02321096708404E+18
3229	2.02489099908134E+18
3230	2.02657014377061E+18
3231	2.02824839362934E+18
3232	2.02992575352091E+18
3233	2.03160225219647E+18
3234	2.03327792111893E+18
3235	2.03495279173845E+18
3236	2.03662689549211E+18
3237	2.0383002638037E+18
3238	2.03997292808349E+18
3239	2.04164491972789E+18
3240	2.04331627011927E+18
3241	2.0449870106258E+18
3242	2.04665717260106E+18
3243	2.04832678738401E+18
3244	2.04999588629854E+18
3245	2.05166450065356E+18
3246	2.05333266174252E+18
3247	2.0550004008434E+18
3248	2.0566677492184E+18
3249	2.05833473811387E+18
3250	2.06000139876003E+18
3251	2.06166776237086E+18
3252	2.06333386014394E+18
3253	2.06499972326022E+18
3254	2.06666538288395E+18
3255	2.06833087016249E+18
3256	2.06999621622616E+18
3257	2.07166145218815E+18
3258	2.07332660914428E+18
3259	2.07499171817307E+18
3260	2.07665681033541E+18
3261	2.07832191667456E+18
3262	2.07998706821603E+18
3263	2.08165229596744E+18
3264	2.08331763091847E+18
3265	2.08498310404076E+18
3266	2.08664874628775E+18
3267	2.08831458859471E+18
3268	2.08998066187857E+18
3269	2.09164699703793E+18
3270	2.09331362495287E+18
3271	2.09498057648506E+18
3272	2.09664788247757E+18
3273	2.09831557375484E+18
3274	2.0999836811227E+18
3275	2.10165223536822E+18
3276	2.1033212672598E+18
3277	2.10499080754707E+18
3278	2.10666088696083E+18
3279	2.10833153621309E+18
3280	2.11000278599703E+18
3281	2.11167466698697E+18
3282	2.11334720983842E+18
3283	2.11502044518802E+18
3284	2.11669440365351E+18
3285	2.11836911583384E+18
3286	2.12004461230917E+18
3287	2.12172092364075E+18
3288	2.12339808037107E+18
3289	2.12507611302385E+18
3290	2.12675505210406E+18
3291	2.12843492809798E+18
3292	2.1301157714732E+18
3293	2.13179761267863E+18
3294	2.13348048214473E+18
3295	2.13516441028329E+18
3296	2.13684942748766E+18
3297	2.13853556413284E+18
3298	2.14022285057536E+18
3299	2.14191131715355E+18
3300	2.14360099418743E+18
3301	2.14529191197901E+18
3302	2.14698410081209E+18
3303	2.14867759095261E+18
3304	2.15037241264854E+18
3305	2.15206859613007E+18
3306	2.15376617160974E+18
3307	2.15546516928235E+18
3308	2.15716561932531E+18
3309	2.15886755189863E+18
3310	2.16057099714499E+18
3311	2.16227598518988E+18
3312	2.16398254614175E+18
3313	2.16569071009221E+18
3314	2.16740050711594E+18
3315	2.16911196727096E+18
3316	2.17082512059881E+18
3317	2.17253999712456E+18
3318	2.17425662685702E+18
