1
1.5000   0.1000    500
5   0.000   1.000   2.000   3.000   4.000   
46   0.00000000   0.03490659   0.06981317   0.10471976   0.13962634   0.17453293   0.20943951   0.24434610   0.27925268   0.31415927   0.34906585   0.38397244   0.41887902   0.45378561   0.48869219   0.52359878   0.55850536   0.59341195   0.62831853   0.66322512   0.69813170   0.73303829   0.76794487   0.80285146   0.83775804   0.87266463   0.90757121   0.94247780   0.97738438   1.01229097   1.04719755   1.08210414   1.11701072   1.15191731   1.18682389   1.22173048   1.25663706   1.29154365   1.32645023   1.36135682   1.39626340   1.43116999   1.46607657   1.50098316   1.53588974   1.57079633   
1.5000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
1.6000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
1.7000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
1.8000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
1.9000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
2.0000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
2.1000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
2.2000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
2.3000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
2.4000   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -0.00000000e+00   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   -nan   
