1
1.5000   0.1000    500
5   20.000   21.000   22.000   23.000   24.000   
46   0.00000000   0.03490659   0.06981317   0.10471976   0.13962634   0.17453293   0.20943951   0.24434610   0.27925268   0.31415927   0.34906585   0.38397244   0.41887902   0.45378561   0.48869219   0.52359878   0.55850536   0.59341195   0.62831853   0.66322512   0.69813170   0.73303829   0.76794487   0.80285146   0.83775804   0.87266463   0.90757121   0.94247780   0.97738438   1.01229097   1.04719755   1.08210414   1.11701072   1.15191731   1.18682389   1.22173048   1.25663706   1.29154365   1.32645023   1.36135682   1.39626340   1.43116999   1.46607657   1.50098316   1.53588974   1.57079633   
1.5000   -0.00000000e+00   3.14866275e-01   3.16300326e-01   2.97340935e-01   2.86680401e-01   2.73361945e-01   2.57677371e-01   2.39974128e-01   2.20688388e-01   2.00298748e-01   1.79349656e-01   1.58439041e-01   1.38207939e-01   1.19323829e-01   1.02454547e-01   8.82293997e-02   7.71825786e-02   6.96743385e-02   6.57874990e-02   6.52061907e-02   6.71108311e-02   7.01955867e-02   7.31496061e-02   7.56418829e-02   7.76251992e-02   7.90570659e-02   7.99007550e-02   8.01262541e-02   7.97119103e-02   7.86458914e-02   7.69279500e-02   7.45716284e-02   7.16061373e-02   6.80786690e-02   6.40562027e-02   5.96268914e-02   5.49007137e-02   5.00087995e-02   4.51014390e-02   4.03439657e-02   3.59109506e-02   3.19781552e-02   2.87126723e-02   2.62617676e-02   2.47414333e-02   2.42258684e-02   -0.00000000e+00   8.35549030e-08   1.32598845e-06   6.60434245e-06   2.04263485e-05   4.84514846e-05   9.68301957e-05   1.71312262e-04   2.76130512e-04   4.12672263e-04   5.77999196e-04   7.63349800e-04   9.52885732e-04   1.12313960e-03   1.24388984e-03   1.28153139e-03   1.20630499e-03   1.00464141e-03   6.96460623e-04   3.52242323e-04   9.14304561e-05   1.57705270e-05   2.24114526e-05   3.14770412e-05   4.37186893e-05   6.00704709e-05   8.16723681e-05   1.09885501e-04   1.46292837e-04   1.92674940e-04   2.50950029e-04   3.23064318e-04   4.10820123e-04   5.15638005e-04   6.38254310e-04   7.78382197e-04   9.34387193e-04   1.10304558e-03   1.27946502e-03   1.45721011e-03   1.62863201e-03   1.78534911e-03   1.91882955e-03   2.02107558e-03   2.08542326e-03   2.10740916e-03   
1.6000   -0.00000000e+00   1.33915034e-01   1.27140922e-01   1.23822860e-01   1.19374528e-01   1.13989606e-01   1.07896626e-01   1.01403688e-01   9.48281041e-02   8.85241039e-02   8.28617960e-02   7.82102789e-02   7.49154425e-02   7.32716533e-02   7.34874259e-02   7.56454716e-02   7.96626202e-02   8.52591643e-02   9.19599363e-02   9.91647822e-02   1.06338868e-01   1.13258647e-01   1.19854968e-01   1.26063205e-01   1.31819710e-01   1.37061843e-01   1.41727904e-01   1.45757282e-01   1.49090651e-01   1.51670556e-01   1.53442473e-01   1.54356608e-01   1.54370539e-01   1.53453422e-01   1.51591166e-01   1.48794671e-01   1.45108829e-01   1.40624194e-01   1.35488751e-01   1.29918690e-01   1.24203125e-01   1.18698869e-01   1.13808679e-01   1.09941193e-01   1.07454631e-01   1.06595930e-01   -0.00000000e+00   5.10893717e-08   8.03885281e-07   3.96956885e-06   1.21044030e-05   2.81739026e-05   5.49588911e-05   9.43328228e-05   1.46463513e-04   2.09033419e-04   2.76629990e-04   3.40535529e-04   3.89233979e-04   4.10023122e-04   3.92105451e-04   3.31251128e-04   2.35314101e-04   1.27996183e-04   4.50005847e-05   1.36193569e-05   1.64728463e-05   2.22579031e-05   2.97734504e-05   3.95179161e-05   5.21627204e-05   6.86258356e-05   9.01753071e-05   1.18571116e-04   1.56255083e-04   2.06596605e-04   2.74198442e-04   3.65257564e-04   4.87956527e-04   6.52827072e-04   8.72965997e-04   1.16387862e-03   1.54256308e-03   2.02527095e-03   2.62328608e-03   3.33637877e-03   4.14458127e-03   5.00075062e-03   5.82828197e-03   6.52866840e-03   7.00081626e-03   7.16788533e-03   
1.7000   -0.00000000e+00   5.11911476e-02   5.09569565e-02   5.06340106e-02   5.03201677e-02   5.01467138e-02   5.02441380e-02   5.08328719e-02   5.20863554e-02   5.41933534e-02   5.73268488e-02   6.16269906e-02   6.71824326e-02   7.40115968e-02   8.20468801e-02   9.11276454e-02   1.01009819e-01   1.11402671e-01   1.22038034e-01   1.32750661e-01   1.43471439e-01   1.54149013e-01   1.64736391e-01   1.75191225e-01   1.85475378e-01   1.95555322e-01   2.05401409e-01   2.14987408e-01   2.24289913e-01   2.33287223e-01   2.41959036e-01   2.50284291e-01   2.58241580e-01   2.65807874e-01   2.72959030e-01   2.79670132e-01   2.85917181e-01   2.91678211e-01   2.96933268e-01   3.01661491e-01   3.05834879e-01   3.09410770e-01   3.12325794e-01   3.14499302e-01   3.15847286e-01   3.16304939e-01   -0.00000000e+00   2.80431299e-08   4.39146098e-07   2.14350910e-06   6.42792912e-06   1.46309418e-05   2.77327768e-05   4.59135359e-05   6.81594772e-05   9.20280038e-05   1.13713498e-04   1.28570961e-04   1.32226008e-04   1.22273222e-04   1.00259812e-04   7.30832024e-05   5.21540121e-05   4.83152689e-05   6.29610148e-05   8.69346958e-05   1.17971995e-04   1.57585750e-04   2.07497903e-04   2.69658414e-04   3.46275214e-04   4.39864238e-04   5.53336307e-04   6.90141291e-04   8.54506594e-04   1.05180854e-03   1.28913895e-03   1.57610958e-03   1.92592096e-03   2.35659087e-03   2.89201119e-03   3.56204115e-03   4.40029075e-03   5.43791217e-03   6.69237717e-03   8.15223442e-03   9.76237452e-03   1.14168391e-02   1.29658424e-02   1.42386356e-02   1.50771449e-02   1.53701212e-02   
1.8000   -0.00000000e+00   1.96194661e-02   2.04478666e-02   2.18674311e-02   2.39324965e-02   2.66837970e-02   3.02372699e-02   3.46590439e-02   4.00237349e-02   4.63900759e-02   5.37905026e-02   6.22214197e-02   7.16354669e-02   8.19386310e-02   9.29949948e-02   1.04642399e-01   1.16719642e-01   1.29098791e-01   1.41701361e-01   1.54477048e-01   1.67385138e-01   1.80393996e-01   1.93482422e-01   2.06641119e-01   2.19873340e-01   2.33196826e-01   2.46644740e-01   2.60267492e-01   2.74133885e-01   2.88332814e-01   3.02974611e-01   3.18191325e-01   3.34136851e-01   3.50982978e-01   3.68910298e-01   3.88090936e-01   4.08653087e-01   4.30626959e-01   4.53868150e-01   4.77965544e-01   5.02160179e-01   5.25304273e-01   5.45908031e-01   5.62299450e-01   5.72902636e-01   5.76578122e-01   -0.00000000e+00   1.42104593e-08   2.20917973e-07   1.06513322e-06   3.13840273e-06   6.97944052e-06   1.28480007e-05   2.05269561e-05   2.92228229e-05   3.76436171e-05   4.43237570e-05   4.82225615e-05   4.95209573e-05   5.03634850e-05   5.50599861e-05   6.91300398e-05   9.70043190e-05   1.40012741e-04   1.98876756e-04   2.77366167e-04   3.80532645e-04   5.14393539e-04   6.86061410e-04   9.03886006e-04   1.17760914e-03   1.51853475e-03   1.93971034e-03   2.45612385e-03   3.08488279e-03   3.84533924e-03   4.75903258e-03   5.84916851e-03   7.13901988e-03   8.64817835e-03   1.03847769e-02   1.23319084e-02   1.44279014e-02   1.65455888e-02   1.84836353e-02   1.99889711e-02   2.08239443e-02   2.08689766e-02   2.02184681e-02   1.92055346e-02   1.83079836e-02   1.79516610e-02   
1.9000   -0.00000000e+00   7.47868141e-03   8.83181961e-03   1.11029419e-02   1.42888991e-02   1.84344302e-02   2.35474567e-02   2.96376796e-02   3.67015568e-02   4.47166056e-02   5.36368204e-02   6.33902381e-02   7.38799524e-02   8.49899677e-02   9.65962517e-02   1.08581084e-01   1.20845446e-01   1.33310859e-01   1.45910280e-01   1.58584247e-01   1.71281667e-01   1.83961314e-01   1.96592830e-01   2.09158190e-01   2.21652635e-01   2.34085776e-01   2.46482691e-01   2.58884431e-01   2.71348326e-01   2.83946970e-01   2.96765869e-01   3.09896598e-01   3.23424713e-01   3.37406914e-01   3.51833072e-01   3.66571924e-01   3.81310028e-01   3.95509186e-01   4.08431947e-01   4.19274469e-01   4.27398143e-01   4.32580076e-01   4.35146531e-01   4.35894181e-01   4.35805249e-01   4.35674430e-01   -0.00000000e+00   6.74407306e-09   1.04250869e-07   4.98054407e-07   1.44999303e-06   3.18105834e-06   5.78189136e-06   9.17308341e-06   1.31600429e-05   1.76170296e-05   2.28044347e-05   2.97650079e-05   4.06618228e-05   5.88465376e-05   8.84784972e-05   1.33832867e-04   1.99121594e-04   2.89762963e-04   4.13278522e-04   5.79024753e-04   7.98421899e-04   1.08530864e-03   1.45633602e-03   1.93140410e-03   2.53412322e-03   3.29225906e-03   4.23810916e-03   5.40861700e-03   6.84497195e-03   8.59106666e-03   1.06897721e-02   1.31751053e-02   1.60572799e-02   1.92969160e-02   2.27666540e-02   2.62066141e-02   2.91964341e-02   3.11829809e-02   3.15981936e-02   3.00582775e-02   2.65687554e-02   2.16234657e-02   1.61266952e-02   1.11650998e-02   7.73253355e-03   6.50805763e-03   
2.0000   -0.00000000e+00   2.98297729e-03   4.51070988e-03   7.05665132e-03   1.05838778e-02   1.51137200e-02   2.06092896e-02   2.70346426e-02   3.43386939e-02   4.24532413e-02   5.12923719e-02   6.07540984e-02   7.07244357e-02   8.10838320e-02   9.17142334e-02   1.02504177e-01   1.13348799e-01   1.24146808e-01   1.34799577e-01   1.45211385e-01   1.55289884e-01   1.64945831e-01   1.74092490e-01   1.82643971e-01   1.90513816e-01   1.97610659e-01   2.03833448e-01   2.09063546e-01   2.13153330e-01   2.15908723e-01   2.17065437e-01   2.16253265e-01   2.12951735e-01   2.06443391e-01   1.95800136e-01   1.79980453e-01   1.58157348e-01   1.30351714e-01   9.82059642e-02   6.53482573e-02   3.66389204e-02   1.61619304e-02   5.05659299e-03   1.02666852e-03   2.84841389e-04   2.49617629e-04   -0.00000000e+00   3.03873164e-09   4.70814937e-08   2.26273629e-07   6.67538774e-07   1.50407300e-06   2.87206380e-06   4.95690788e-06   8.10975937e-06   1.30385468e-05   2.10480145e-05   3.42661313e-05   5.57708869e-05   8.95665625e-05   1.40504448e-04   2.14458673e-04   3.18947785e-04   4.63600396e-04   6.60341573e-04   9.23741576e-04   1.27141229e-03   1.72440559e-03   2.30757724e-03   3.04982949e-03   3.98412029e-03   5.14695342e-03   6.57694350e-03   8.31168264e-03   1.03815677e-02   1.27984231e-02   1.55355566e-02   1.84950946e-02   2.14607329e-02   2.40453066e-02   2.56703190e-02   2.56499040e-02   2.34489798e-02   1.90721607e-02   1.33336481e-02   7.66629080e-03   3.41181240e-03   1.07616021e-03   2.16858907e-04   3.94967893e-05   2.62337797e-05   2.63952286e-05   
2.1000   -0.00000000e+00   1.34483223e-03   2.83475412e-03   5.29017147e-03   8.70034211e-03   1.30241322e-02   1.82121870e-02   2.42010027e-02   3.09119439e-02   3.82515653e-02   4.61127908e-02   5.43777063e-02   6.29211468e-02   7.16144814e-02   8.03282682e-02   8.89326197e-02   9.72964391e-02   1.05287190e-01   1.12771128e-01   1.19612800e-01   1.25674690e-01   1.30815624e-01   1.34888808e-01   1.37738983e-01   1.39198202e-01   1.39081092e-01   1.37178126e-01   1.33248449e-01   1.27013217e-01   1.18153399e-01   1.06322877e-01   9.12049873e-02   7.26805918e-02   5.12498657e-02   2.89071789e-02   1.03730840e-02   2.65233954e-03   2.36264489e-03   2.11200550e-03   1.86716950e-03   1.63816193e-03   1.43456693e-03   1.26521035e-03   1.13783060e-03   1.05864295e-03   1.03175242e-03   -0.00000000e+00   1.31893560e-09   2.10060854e-08   1.06155492e-07   3.38740879e-07   8.53189894e-07   1.88233284e-06   3.84500588e-06   7.48104360e-06   1.40250076e-05   2.53923743e-05   4.43418655e-05   7.45931037e-05   1.20937349e-04   1.89446049e-04   2.87825634e-04   4.25727312e-04   6.14949052e-04   8.69640879e-04   1.20644343e-03   1.64448426e-03   2.20510890e-03   2.91116559e-03   3.78553428e-03   4.84841107e-03   6.11255636e-03   7.57529078e-03   9.20539988e-03   1.09224379e-02   1.25660606e-02   1.38562523e-02   1.43597415e-02   1.35172728e-02   1.08549893e-02   6.52448834e-03   2.03196233e-03   3.43575710e-05   2.92100002e-05   3.69967791e-05   4.60720252e-05   5.62444530e-05   6.70423940e-05   7.76197751e-05   8.67517901e-05   9.30283561e-05   9.52759067e-05   
2.2000   -0.00000000e+00   7.29934331e-04   2.06505477e-03   4.25290632e-03   7.27584405e-03   1.10789436e-02   1.55982539e-02   2.07551400e-02   2.64564753e-02   3.25959466e-02   3.90559640e-02   4.57100910e-02   5.24256328e-02   5.90656497e-02   6.54900666e-02   7.15562211e-02   7.71195400e-02   8.20343972e-02   8.61547493e-02   8.93347506e-02   9.14293178e-02   9.22946635e-02   9.17895433e-02   8.97771694e-02   8.61294430e-02   8.07348670e-02   7.35140127e-02   6.44489515e-02   5.36392704e-02   4.14102365e-02   2.85205851e-02   1.65481552e-02   8.41085098e-03   6.81495515e-03   6.66302479e-03   6.44035852e-03   6.15489871e-03   5.81786666e-03   5.44374362e-03   5.05009319e-03   4.65720055e-03   4.28753631e-03   3.96483831e-03   3.71256689e-03   3.55140380e-03   3.49589195e-03   -0.00000000e+00   5.63495394e-10   9.82420321e-09   5.69358661e-08   2.14291585e-07   6.40397800e-07   1.65130004e-06   3.82532746e-06   8.13927961e-06   1.61250631e-05   3.00290742e-05   5.29603580e-05   8.90332336e-05   1.43533202e-04   2.23114597e-04   3.35957002e-04   4.91819826e-04   7.01989021e-04   9.79037970e-04   1.33628425e-03   1.78676846e-03   2.34150394e-03   3.00661250e-03   3.77881043e-03   4.63851103e-03   5.53964154e-03   6.39541292e-03   7.06042365e-03   7.31398411e-03   6.86342403e-03   5.42434409e-03   3.01191309e-03   5.91035296e-04   2.63062716e-05   3.31376036e-05   4.21733442e-05   5.41390617e-05   6.98616225e-05   9.01572334e-05   1.15600636e-04   1.46134571e-04   1.80539009e-04   2.15921394e-04   2.47607022e-04   2.69920143e-04   2.78007157e-04   
2.3000   -0.00000000e+00   4.70462305e-04   1.59165451e-03   3.43531762e-03   5.96134782e-03   9.11478385e-03   1.28255876e-02   1.70092004e-02   2.15678286e-02   2.63921382e-02   3.13633204e-02   3.63554369e-02   4.12375422e-02   4.58756405e-02   5.01343705e-02   5.38789033e-02   5.69770107e-02   5.93014517e-02   6.07327973e-02   6.11625910e-02   6.04978276e-02   5.86669149e-02   5.56283459e-02   5.13833221e-02   4.59949466e-02   3.96171909e-02   3.25389810e-02   2.52494849e-02   1.85287473e-02   1.35403871e-02   1.16912626e-02   1.20573629e-02   1.23668672e-02   1.25721954e-02   1.26683627e-02   1.26538368e-02   1.25313478e-02   1.23086771e-02   1.19994521e-02   1.16237668e-02   1.12084860e-02   1.07869086e-02   1.03973581e-02   1.00800486e-02   9.87181558e-03   9.79913198e-03   -0.00000000e+00   2.46426316e-10   5.26462187e-09   3.80070319e-08   1.71567085e-07   5.84681639e-07   1.64362610e-06   4.00998639e-06   8.76876666e-06   1.75661792e-05   3.27446994e-05   5.74674600e-05   9.58303075e-05   1.52952358e-04   2.35002820e-04   3.49107072e-04   5.03083877e-04   7.04931175e-04   9.61937998e-04   1.27926148e-03   1.65774599e-03   2.09073580e-03   2.55957839e-03   3.02766018e-03   3.43324929e-03   3.68274405e-03   3.64945538e-03   3.19178993e-03   2.22547387e-03   9.23360012e-04   7.42870537e-05   6.60555792e-05   7.93085883e-05   9.49868390e-05   1.13863453e-04   1.37047841e-04   1.66026002e-04   2.02599961e-04   2.48629060e-04   3.05463598e-04   3.73011548e-04   4.48544396e-04   5.25669786e-04   5.94270078e-04   6.42314469e-04   6.59673302e-04   
2.4000   -0.00000000e+00   3.34853500e-04   1.23792673e-03   2.71747036e-03   4.73258719e-03   7.22784143e-03   1.01335969e-02   1.33669652e-02   1.68336896e-02   2.04301467e-02   2.40457596e-02   2.75654838e-02   3.08723974e-02   3.38503510e-02   3.63869111e-02   3.83765762e-02   3.97245453e-02   4.03510467e-02   4.01964526e-02   3.92277331e-02   3.74464544e-02   3.48990339e-02   3.16900207e-02   2.79987325e-02   2.40990609e-02   2.03796050e-02   1.73530953e-02   1.56193834e-02   1.56515228e-02   1.67222314e-02   1.77581963e-02   1.87255445e-02   1.96107734e-02   2.04016422e-02   2.10877377e-02   2.16612488e-02   2.21178393e-02   2.24576986e-02   2.26865472e-02   2.28164183e-02   2.28657232e-02   2.28580850e-02   2.28195354e-02   2.27742557e-02   2.27403623e-02   2.27280340e-02   -0.00000000e+00   1.17771247e-10   3.44633168e-09   3.06822573e-08   1.55790777e-07   5.65542451e-07   1.64191575e-06   4.06331814e-06   8.91667793e-06   1.78090209e-05   3.29658161e-05   5.73030524e-05   9.44554158e-05   1.48727801e-04   2.24921662e-04   3.27982240e-04   4.62396477e-04   6.31250829e-04   8.34841499e-04   1.06873485e-03   1.32121373e-03   1.57019398e-03   1.78006884e-03   1.89980211e-03   1.86546578e-03   1.61426984e-03   1.12427038e-03   5.03101430e-04   1.19565760e-04   1.36401104e-04   1.68860851e-04   2.06804353e-04   2.50845143e-04   3.01724239e-04   3.60359989e-04   4.27860759e-04   5.05417993e-04   5.93982114e-04   6.93624316e-04   8.02613034e-04   9.16477120e-04   1.02764486e-03   1.12636602e-03   1.20307178e-03   1.25103011e-03   1.26723684e-03   
